User:
anma2640
Hostname:
bnode0304
CPU info:
Architecture:          x86_64
CPU op-mode(s):        32-bit, 64-bit
Byte Order:            Little Endian
CPU(s):                28
On-line CPU(s) list:   0-27
Thread(s) per core:    1
Core(s) per socket:    14
Socket(s):             2
NUMA node(s):          2
Vendor ID:             GenuineIntel
CPU family:            6
Model:                 79
Model name:            Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
Stepping:              1
CPU MHz:               2899.968
Computation started at:
Fri Dec 24 08:33:19 MST 2021
git commit: 159ecb412ce6fbd924c19fe68b4b032c9ab3a96f, branch: dqmc, compiled at: Fri Dec 10 18:21:03 MST 2021

nproc used: 56 (NB: stochasticIter below is per proc)

**************************************************************
Input file  :
**************************************************************
{
    "system": {
        "integrals": "FCIDUMP_chol",
        "numAct": "18"
    },
    "wavefunction": {
        "right": "uhf",
        "left": "multislater",
        "determinants": "dets_0.bin",
        "ndets": "100"
    },
    "sampling": {
        "seed": "703964",
        "phaseless": "true",
        "dt": "0.005000",
        "nsteps": "50",
        "nwalk": "25",
        "choleskyThreshold": "2.0e-3",
        "orthoSteps": "20",
        "stochasticIter": "1000"
    }
}

Number of orbitals:  76, nalpha:  13, nbeta:  8
Rankwise number of excitations  1 14 76  9  0  0  0  0  0  0
Number of determinants 100

Initial state energy:  (-119.32126,-0)
Number of Cholesky vectors: 479
Using truncated Cholesky with 287 vectors for energy calculations
Initial state energy with truncated Cholesky:  (-119.3193,-0)

Using ROHF RDM for background subtraction

  block     propTime         eshift            weight             energy          cumulative_energy          walltime
   422     1.055e+02       -1.19704e+02     1.39023e+03      -1.198465698e+02        -1.198499957e+02        4.39e+03 
   423     1.058e+02       -1.19723e+02     1.39157e+03      -1.198389408e+02        -1.198499669e+02        4.40e+03 
   424     1.060e+02       -1.19703e+02     1.39017e+03      -1.198479524e+02        -1.198499617e+02        4.41e+03 
   425     1.062e+02       -1.19727e+02     1.39186e+03      -1.198495389e+02        -1.198499606e+02        4.42e+03 
   426     1.065e+02       -1.19724e+02     1.39162e+03      -1.198508449e+02        -1.198499629e+02        4.43e+03 
   427     1.068e+02       -1.19701e+02     1.38996e+03      -1.198442511e+02        -1.198499481e+02        4.44e+03 
   428     1.070e+02       -1.19715e+02     1.39092e+03      -1.198379958e+02        -1.198499174e+02        4.45e+03 
   429     1.072e+02       -1.19678e+02     1.38837e+03      -1.198414324e+02        -1.198498957e+02        4.47e+03 
   430     1.075e+02       -1.19685e+02     1.38890e+03      -1.198514976e+02        -1.198498998e+02        4.48e+03 
   431     1.078e+02       -1.19689e+02     1.38914e+03      -1.198703601e+02        -1.198499519e+02        4.49e+03 
   432     1.080e+02       -1.19668e+02     1.38750e+03      -1.198451535e+02        -1.198499397e+02        4.50e+03 
   433     1.082e+02       -1.19706e+02     1.39015e+03      -1.198467508e+02        -1.198499316e+02        4.51e+03 
   434     1.085e+02       -1.19732e+02     1.39198e+03      -1.198481863e+02        -1.198499272e+02        4.52e+03 
   435     1.088e+02       -1.19726e+02     1.39153e+03      -1.198362563e+02        -1.198498926e+02        4.53e+03 
   436     1.090e+02       -1.19718e+02     1.39108e+03      -1.198546315e+02        -1.198499046e+02        4.54e+03 
   437     1.092e+02       -1.19738e+02     1.39243e+03      -1.198724219e+02        -1.198499613e+02        4.55e+03 
   438     1.095e+02       -1.19705e+02     1.38995e+03      -1.198499418e+02        -1.198499612e+02        4.56e+03 
   439     1.098e+02       -1.19724e+02     1.39122e+03      -1.198431777e+02        -1.198499442e+02        4.57e+03 
   440     1.100e+02       -1.19675e+02     1.38787e+03      -1.198299413e+02        -1.198498944e+02        4.58e+03 
   441     1.102e+02       -1.19690e+02     1.38906e+03      -1.198435654e+02        -1.198498787e+02        4.59e+03 
   442     1.105e+02       -1.19707e+02     1.39023e+03      -1.198480863e+02        -1.198498743e+02        4.60e+03 
   443     1.108e+02       -1.19693e+02     1.38929e+03      -1.198406769e+02        -1.198498515e+02        4.61e+03 
   444     1.110e+02       -1.19727e+02     1.39165e+03      -1.198414883e+02        -1.198498308e+02        4.62e+03 
   445     1.112e+02       -1.19702e+02     1.38999e+03      -1.198576076e+02        -1.198498500e+02        4.64e+03 
   446     1.115e+02       -1.19636e+02     1.38535e+03      -1.198391477e+02        -1.198498238e+02        4.65e+03 
   447     1.118e+02       -1.19693e+02     1.38929e+03      -1.198386530e+02        -1.198497964e+02        4.66e+03 
   448     1.120e+02       -1.19666e+02     1.38751e+03      -1.198446419e+02        -1.198497838e+02        4.67e+03 
   449     1.122e+02       -1.19749e+02     1.39325e+03      -1.198538149e+02        -1.198497937e+02        4.68e+03 
   450     1.125e+02       -1.19723e+02     1.39140e+03      -1.198616652e+02        -1.198498226e+02        4.69e+03 
   451     1.128e+02       -1.19700e+02     1.38972e+03      -1.198441869e+02        -1.198498089e+02        4.70e+03 
   452     1.130e+02       -1.19686e+02     1.38878e+03      -1.198630611e+02        -1.198498410e+02        4.71e+03 
   453     1.132e+02       -1.19725e+02     1.39138e+03      -1.198501556e+02        -1.198498417e+02        4.72e+03 
   454     1.135e+02       -1.19704e+02     1.38985e+03      -1.198352693e+02        -1.198498066e+02        4.73e+03 
   455     1.138e+02       -1.19710e+02     1.39037e+03      -1.198445024e+02        -1.198497939e+02        4.74e+03 
   456     1.140e+02       -1.19722e+02     1.39127e+03      -1.198675342e+02        -1.198498365e+02        4.75e+03 
   457     1.142e+02       -1.19716e+02     1.39072e+03      -1.198445273e+02        -1.198498238e+02        4.76e+03 
   458     1.145e+02       -1.19684e+02     1.38850e+03      -1.198607408e+02        -1.198498498e+02        4.77e+03 
   459     1.148e+02       -1.19718e+02     1.39079e+03      -1.198520058e+02        -1.198498549e+02        4.78e+03 
   460     1.150e+02       -1.19674e+02     1.38771e+03      -1.198486502e+02        -1.198498521e+02        4.79e+03 
   461     1.152e+02       -1.19700e+02     1.38956e+03      -1.198505472e+02        -1.198498537e+02        4.80e+03 
   462     1.155e+02       -1.19712e+02     1.39033e+03      -1.198669138e+02        -1.198498940e+02        4.81e+03 
   463     1.158e+02       -1.19704e+02     1.38972e+03      -1.198515323e+02        -1.198498979e+02        4.83e+03 
   464     1.160e+02       -1.19724e+02     1.39107e+03      -1.198517713e+02        -1.198499023e+02        4.84e+03 
   465     1.162e+02       -1.19704e+02     1.38968e+03      -1.198432905e+02        -1.198498868e+02        4.85e+03 
   466     1.165e+02       -1.19695e+02     1.38912e+03      -1.198435461e+02        -1.198498720e+02        4.86e+03 
   467     1.168e+02       -1.19721e+02     1.39101e+03      -1.198593335e+02        -1.198498941e+02        4.87e+03 
   468     1.170e+02       -1.19718e+02     1.39075e+03      -1.198550696e+02        -1.198499062e+02        4.88e+03 
   469     1.172e+02       -1.19717e+02     1.39062e+03      -1.198525372e+02        -1.198499123e+02        4.89e+03 
   470     1.175e+02       -1.19693e+02     1.38897e+03      -1.198455459e+02        -1.198499022e+02        4.90e+03 
   471     1.178e+02       -1.19702e+02     1.38960e+03      -1.198516681e+02        -1.198499062e+02        4.91e+03 
   472     1.180e+02       -1.19666e+02     1.38710e+03      -1.198344620e+02        -1.198498707e+02        4.92e+03 
   473     1.182e+02       -1.19694e+02     1.38918e+03      -1.198649454e+02        -1.198499054e+02        4.93e+03 
   474     1.185e+02       -1.19715e+02     1.39050e+03      -1.198441668e+02        -1.198498922e+02        4.94e+03 
   475     1.188e+02       -1.19738e+02     1.39216e+03      -1.198576400e+02        -1.198499100e+02        4.95e+03 
   476     1.190e+02       -1.19705e+02     1.38980e+03      -1.198461092e+02        -1.198499013e+02        4.96e+03 
   477     1.192e+02       -1.19724e+02     1.39120e+03      -1.198607140e+02        -1.198499260e+02        4.97e+03 
   478     1.195e+02       -1.19715e+02     1.39046e+03      -1.198523666e+02        -1.198499315e+02        4.99e+03 
   479     1.198e+02       -1.19681e+02     1.38813e+03      -1.198583825e+02        -1.198499507e+02        5.00e+03 
   480     1.200e+02       -1.19695e+02     1.38906e+03      -1.198554421e+02        -1.198499632e+02        5.01e+03 
   481     1.202e+02       -1.19712e+02     1.39020e+03      -1.198466219e+02        -1.198499556e+02        5.02e+03 
   482     1.205e+02       -1.19717e+02     1.39061e+03      -1.198711669e+02        -1.198500035e+02        5.03e+03 
   483     1.208e+02       -1.19711e+02     1.39004e+03      -1.198311585e+02        -1.198499611e+02        5.04e+03 
   484     1.210e+02       -1.19700e+02     1.38940e+03      -1.198476381e+02        -1.198499558e+02        5.05e+03 
   485     1.212e+02       -1.19701e+02     1.38954e+03      -1.198472300e+02        -1.198499497e+02        5.06e+03 
   486     1.215e+02       -1.19720e+02     1.39085e+03      -1.198346921e+02        -1.198499156e+02        5.07e+03 
   487     1.218e+02       -1.19673e+02     1.38774e+03      -1.198445447e+02        -1.198499036e+02        5.08e+03 
   488     1.220e+02       -1.19673e+02     1.38774e+03      -1.198416097e+02        -1.198498852e+02        5.09e+03 
   489     1.222e+02       -1.19713e+02     1.39060e+03      -1.198378401e+02        -1.198498584e+02        5.10e+03 
   490     1.225e+02       -1.19690e+02     1.38907e+03      -1.198478341e+02        -1.198498539e+02        5.11e+03 
   491     1.228e+02       -1.19739e+02     1.39242e+03      -1.198655991e+02        -1.198498888e+02        5.12e+03 
   492     1.230e+02       -1.19684e+02     1.38848e+03      -1.198365214e+02        -1.198498593e+02        5.13e+03 
   493     1.232e+02       -1.19724e+02     1.39134e+03      -1.198505422e+02        -1.198498608e+02        5.14e+03 
   494     1.235e+02       -1.19669e+02     1.38752e+03      -1.198472388e+02        -1.198498551e+02        5.16e+03 
   495     1.238e+02       -1.19712e+02     1.39051e+03      -1.198463660e+02        -1.198498474e+02        5.17e+03 
   496     1.240e+02       -1.19681e+02     1.38834e+03      -1.198420781e+02        -1.198498304e+02        5.18e+03 
   497     1.242e+02       -1.19695e+02     1.38937e+03      -1.198323129e+02        -1.198497922e+02        5.19e+03 
   498     1.245e+02       -1.19728e+02     1.39175e+03      -1.198487360e+02        -1.198497899e+02        5.20e+03 
   499     1.248e+02       -1.19760e+02     1.39396e+03      -1.198667432e+02        -1.198498269e+02        5.21e+03 
   500     1.250e+02       -1.19745e+02     1.39278e+03      -1.198603949e+02        -1.198498498e+02        5.22e+03 
   501     1.252e+02       -1.19697e+02     1.38941e+03      -1.198448118e+02        -1.198498389e+02        5.23e+03 
   502     1.255e+02       -1.19737e+02     1.39216e+03      -1.198527848e+02        -1.198498453e+02        5.24e+03 
   503     1.258e+02       -1.19701e+02     1.38967e+03      -1.198441419e+02        -1.198498330e+02        5.25e+03 
   504     1.260e+02       -1.19685e+02     1.38858e+03      -1.198476955e+02        -1.198498284e+02        5.26e+03 
   505     1.262e+02       -1.19709e+02     1.39023e+03      -1.198493344e+02        -1.198498274e+02        5.27e+03 
   506     1.265e+02       -1.19679e+02     1.38815e+03      -1.198395741e+02        -1.198498054e+02        5.28e+03 
   507     1.268e+02       -1.19687e+02     1.38876e+03      -1.198659640e+02        -1.198498399e+02        5.29e+03 
   508     1.270e+02       -1.19686e+02     1.38857e+03      -1.198469649e+02        -1.198498338e+02        5.30e+03 
   509     1.272e+02       -1.19716e+02     1.39069e+03      -1.198565946e+02        -1.198498482e+02        5.31e+03 
   510     1.275e+02       -1.19728e+02     1.39150e+03      -1.198617861e+02        -1.198498736e+02        5.32e+03 
   511     1.278e+02       -1.19683e+02     1.38826e+03      -1.198576870e+02        -1.198498901e+02        5.34e+03 
   512     1.280e+02       -1.19717e+02     1.39059e+03      -1.198382984e+02        -1.198498656e+02        5.35e+03 
   513     1.282e+02       -1.19700e+02     1.38953e+03      -1.198514281e+02        -1.198498689e+02        5.36e+03 
   514     1.285e+02       -1.19712e+02     1.39035e+03      -1.198437664e+02        -1.198498560e+02        5.37e+03 
   515     1.288e+02       -1.19697e+02     1.38933e+03      -1.198390336e+02        -1.198498333e+02        5.38e+03 
   516     1.290e+02       -1.19677e+02     1.38799e+03      -1.198385548e+02        -1.198498097e+02        5.39e+03 
   517     1.292e+02       -1.19702e+02     1.38982e+03      -1.198505861e+02        -1.198498113e+02        5.40e+03 
   518     1.295e+02       -1.19726e+02     1.39150e+03      -1.198453904e+02        -1.198498021e+02        5.41e+03 
   519     1.298e+02       -1.19724e+02     1.39138e+03      -1.198357297e+02        -1.198497727e+02        5.42e+03 
   520     1.300e+02       -1.19657e+02     1.38679e+03      -1.198481117e+02        -1.198497693e+02        5.43e+03 
   521     1.302e+02       -1.19679e+02     1.38834e+03      -1.198617764e+02        -1.198497942e+02        5.44e+03 
   522     1.305e+02       -1.19714e+02     1.39063e+03      -1.198619167e+02        -1.198498193e+02        5.45e+03 
   523     1.308e+02       -1.19697e+02     1.38936e+03      -1.198495129e+02        -1.198498187e+02        5.46e+03 
   524     1.310e+02       -1.19687e+02     1.38865e+03      -1.198485608e+02        -1.198498161e+02        5.47e+03 
   525     1.312e+02       -1.19684e+02     1.38843e+03      -1.198455800e+02        -1.198498074e+02        5.48e+03 
   526     1.315e+02       -1.19702e+02     1.38976e+03      -1.198543308e+02        -1.198498166e+02        5.49e+03 
   527     1.318e+02       -1.19718e+02     1.39084e+03      -1.198582284e+02        -1.198498339e+02        5.51e+03 
   528     1.320e+02       -1.19674e+02     1.38770e+03      -1.198483512e+02        -1.198498309e+02        5.52e+03 
   529     1.322e+02       -1.19717e+02     1.39070e+03      -1.198481091e+02        -1.198498273e+02        5.53e+03 
   530     1.325e+02       -1.19682e+02     1.38829e+03      -1.198394824e+02        -1.198498063e+02        5.54e+03 
   531     1.328e+02       -1.19680e+02     1.38821e+03      -1.198448347e+02        -1.198497962e+02        5.55e+03 
   532     1.330e+02       -1.19718e+02     1.39089e+03      -1.198501026e+02        -1.198497968e+02        5.56e+03 
   533     1.332e+02       -1.19723e+02     1.39125e+03      -1.198622863e+02        -1.198498221e+02        5.57e+03 
   534     1.335e+02       -1.19710e+02     1.39026e+03      -1.198474453e+02        -1.198498173e+02        5.58e+03 
   535     1.338e+02       -1.19683e+02     1.38835e+03      -1.198350623e+02        -1.198497876e+02        5.59e+03 
   536     1.340e+02       -1.19704e+02     1.38993e+03      -1.198362267e+02        -1.198497603e+02        5.60e+03 
   537     1.342e+02       -1.19697e+02     1.38950e+03      -1.198433557e+02        -1.198497475e+02        5.61e+03 
   538     1.345e+02       -1.19704e+02     1.39004e+03      -1.198511687e+02        -1.198497503e+02        5.62e+03 
   539     1.348e+02       -1.19679e+02     1.38829e+03      -1.198473398e+02        -1.198497455e+02        5.63e+03 
   540     1.350e+02       -1.19677e+02     1.38816e+03      -1.198671099e+02        -1.198497801e+02        5.64e+03 
   541     1.352e+02       -1.19743e+02     1.39260e+03      -1.198548952e+02        -1.198497903e+02        5.65e+03 
   542     1.355e+02       -1.19681e+02     1.38822e+03      -1.198483505e+02        -1.198497875e+02        5.66e+03 
   543     1.358e+02       -1.19722e+02     1.39106e+03      -1.198600594e+02        -1.198498079e+02        5.68e+03 
   544     1.360e+02       -1.19724e+02     1.39116e+03      -1.198592343e+02        -1.198498266e+02        5.69e+03 
   545     1.362e+02       -1.19699e+02     1.38939e+03      -1.198359670e+02        -1.198497992e+02        5.70e+03 
   546     1.365e+02       -1.19713e+02     1.39043e+03      -1.198423960e+02        -1.198497846e+02        5.71e+03 
   547     1.368e+02       -1.19665e+02     1.38713e+03      -1.198519945e+02        -1.198497889e+02        5.72e+03 
   548     1.370e+02       -1.19695e+02     1.38924e+03      -1.198580194e+02        -1.198498051e+02        5.73e+03 
   549     1.372e+02       -1.19699e+02     1.38948e+03      -1.198569821e+02        -1.198498191e+02        5.74e+03 
   550     1.375e+02       -1.19718e+02     1.39071e+03      -1.198526257e+02        -1.198498246e+02        5.75e+03 
   551     1.378e+02       -1.19694e+02     1.38904e+03      -1.198484047e+02        -1.198498219e+02        5.76e+03 
   552     1.380e+02       -1.19715e+02     1.39055e+03      -1.198545856e+02        -1.198498312e+02        5.77e+03 
   553     1.382e+02       -1.19741e+02     1.39233e+03      -1.198507242e+02        -1.198498329e+02        5.78e+03 
   554     1.385e+02       -1.19716e+02     1.39057e+03      -1.198509298e+02        -1.198498350e+02        5.79e+03 
   555     1.388e+02       -1.19703e+02     1.38970e+03      -1.198516665e+02        -1.198498386e+02        5.80e+03 
   556     1.390e+02       -1.19707e+02     1.38991e+03      -1.198416725e+02        -1.198498228e+02        5.81e+03 
   557     1.392e+02       -1.19691e+02     1.38892e+03      -1.198418727e+02        -1.198498074e+02        5.82e+03 
   558     1.395e+02       -1.19667e+02     1.38731e+03      -1.198356885e+02        -1.198497803e+02        5.84e+03 
   559     1.398e+02       -1.19704e+02     1.38994e+03      -1.198551375e+02        -1.198497906e+02        5.85e+03 
   560     1.400e+02       -1.19728e+02     1.39157e+03      -1.198324350e+02        -1.198497572e+02        5.86e+03 
   561     1.402e+02       -1.19661e+02     1.38704e+03      -1.198359573e+02        -1.198497309e+02        5.87e+03 
   562     1.405e+02       -1.19734e+02     1.39215e+03      -1.198498313e+02        -1.198497311e+02        5.88e+03 
   563     1.408e+02       -1.19696e+02     1.38953e+03      -1.198324158e+02        -1.198496980e+02        5.89e+03 
   564     1.410e+02       -1.19693e+02     1.38938e+03      -1.198345139e+02        -1.198496691e+02        5.90e+03 
   565     1.412e+02       -1.19665e+02     1.38753e+03      -1.198339366e+02        -1.198496393e+02        5.91e+03 
   566     1.415e+02       -1.19704e+02     1.39031e+03      -1.198393223e+02        -1.198496197e+02        5.92e+03 
   567     1.418e+02       -1.19701e+02     1.39013e+03      -1.198336750e+02        -1.198495895e+02        5.93e+03 
   568     1.420e+02       -1.19736e+02     1.39265e+03      -1.198588077e+02        -1.198496069e+02        5.94e+03 
   569     1.422e+02       -1.19727e+02     1.39188e+03      -1.198538942e+02        -1.198496150e+02        5.95e+03 
   570     1.425e+02       -1.19697e+02     1.38970e+03      -1.198431406e+02        -1.198496028e+02        5.96e+03 
   571     1.428e+02       -1.19714e+02     1.39088e+03      -1.198324256e+02        -1.198495705e+02        5.97e+03 
   572     1.430e+02       -1.19704e+02     1.39031e+03      -1.198379312e+02        -1.198495487e+02        5.98e+03 
   573     1.432e+02       -1.19670e+02     1.38794e+03      -1.198505271e+02        -1.198495505e+02        5.99e+03 
   574     1.435e+02       -1.19715e+02     1.39102e+03      -1.198411472e+02        -1.198495348e+02        6.01e+03 
   575     1.438e+02       -1.19722e+02     1.39155e+03      -1.198575873e+02        -1.198495498e+02        6.02e+03 
   576     1.440e+02       -1.19726e+02     1.39171e+03      -1.198766920e+02        -1.198496005e+02        6.03e+03 
   577     1.442e+02       -1.19704e+02     1.38994e+03      -1.198581558e+02        -1.198496164e+02        6.04e+03 
   578     1.445e+02       -1.19699e+02     1.38954e+03      -1.198526419e+02        -1.198496220e+02        6.05e+03 
   579     1.448e+02       -1.19709e+02     1.39019e+03      -1.198648092e+02        -1.198496501e+02        6.06e+03 
   580     1.450e+02       -1.19710e+02     1.39019e+03      -1.198524019e+02        -1.198496552e+02        6.07e+03 
   581     1.452e+02       -1.19697e+02     1.38924e+03      -1.198564793e+02        -1.198496678e+02        6.08e+03 
   582     1.455e+02       -1.19719e+02     1.39075e+03      -1.198439090e+02        -1.198496572e+02        6.09e+03 
   583     1.458e+02       -1.19703e+02     1.38967e+03      -1.198370679e+02        -1.198496340e+02        6.10e+03 
   584     1.460e+02       -1.19704e+02     1.38984e+03      -1.198396883e+02        -1.198496158e+02        6.11e+03 
   585     1.462e+02       -1.19746e+02     1.39288e+03      -1.198432283e+02        -1.198496040e+02        6.12e+03 
   586     1.465e+02       -1.19686e+02     1.38869e+03      -1.198532982e+02        -1.198496108e+02        6.13e+03 
   587     1.468e+02       -1.19738e+02     1.39230e+03      -1.198680949e+02        -1.198496446e+02        6.14e+03 
   588     1.470e+02       -1.19709e+02     1.39012e+03      -1.198370294e+02        -1.198496216e+02        6.15e+03 
   589     1.472e+02       -1.19710e+02     1.39032e+03      -1.198435868e+02        -1.198496106e+02        6.16e+03 
   590     1.475e+02       -1.19700e+02     1.38964e+03      -1.198363241e+02        -1.198495865e+02        6.18e+03 
   591     1.478e+02       -1.19671e+02     1.38769e+03      -1.198397502e+02        -1.198495687e+02        6.19e+03 
   592     1.480e+02       -1.19704e+02     1.39009e+03      -1.198521162e+02        -1.198495733e+02        6.20e+03 
   593     1.482e+02       -1.19669e+02     1.38756e+03      -1.198409877e+02        -1.198495579e+02        6.21e+03 
   594     1.485e+02       -1.19727e+02     1.39165e+03      -1.198628230e+02        -1.198495818e+02        6.22e+03 
   595     1.488e+02       -1.19700e+02     1.38968e+03      -1.198490200e+02        -1.198495808e+02        6.23e+03 
   596     1.490e+02       -1.19667e+02     1.38735e+03      -1.198360036e+02        -1.198495565e+02        6.24e+03 
   597     1.492e+02       -1.19697e+02     1.38955e+03      -1.198311499e+02        -1.198495235e+02        6.25e+03 
   598     1.495e+02       -1.19680e+02     1.38846e+03      -1.198195563e+02        -1.198494699e+02        6.26e+03 
   599     1.498e+02       -1.19706e+02     1.39047e+03      -1.198316057e+02        -1.198494380e+02        6.27e+03 
   600     1.500e+02       -1.19713e+02     1.39103e+03      -1.198555859e+02        -1.198494490e+02        6.28e+03 
   601     1.502e+02       -1.19736e+02     1.39252e+03      -1.198470061e+02        -1.198494446e+02        6.29e+03 
   602     1.505e+02       -1.19709e+02     1.39059e+03      -1.198611987e+02        -1.198494655e+02        6.30e+03 
   603     1.508e+02       -1.19729e+02     1.39188e+03      -1.198429950e+02        -1.198494540e+02        6.31e+03 
   604     1.510e+02       -1.19724e+02     1.39153e+03      -1.198638626e+02        -1.198494796e+02        6.32e+03 
   605     1.512e+02       -1.19703e+02     1.38994e+03      -1.198406730e+02        -1.198494640e+02        6.33e+03 
   606     1.515e+02       -1.19707e+02     1.39026e+03      -1.198447694e+02        -1.198494557e+02        6.35e+03 
   607     1.518e+02       -1.19727e+02     1.39172e+03      -1.198587488e+02        -1.198494721e+02        6.36e+03 
   608     1.520e+02       -1.19716e+02     1.39082e+03      -1.198646453e+02        -1.198494988e+02        6.37e+03 
   609     1.522e+02       -1.19695e+02     1.38926e+03      -1.198510317e+02        -1.198495015e+02        6.38e+03 
   610     1.525e+02       -1.19697e+02     1.38935e+03      -1.198396179e+02        -1.198494842e+02        6.39e+03 
   611     1.528e+02       -1.19692e+02     1.38910e+03      -1.198346380e+02        -1.198494582e+02        6.40e+03 
   612     1.530e+02       -1.19711e+02     1.39052e+03      -1.198528216e+02        -1.198494641e+02        6.41e+03 
   613     1.532e+02       -1.19689e+02     1.38897e+03      -1.198442877e+02        -1.198494551e+02        6.42e+03 
   614     1.535e+02       -1.19707e+02     1.39021e+03      -1.198590423e+02        -1.198494718e+02        6.43e+03 
   615     1.538e+02       -1.19716e+02     1.39079e+03      -1.198510272e+02        -1.198494745e+02        6.44e+03 
   616     1.540e+02       -1.19757e+02     1.39357e+03      -1.198598175e+02        -1.198494924e+02        6.45e+03 
   617     1.542e+02       -1.19727e+02     1.39145e+03      -1.198469861e+02        -1.198494881e+02        6.46e+03 
   618     1.545e+02       -1.19685e+02     1.38854e+03      -1.198382748e+02        -1.198494688e+02        6.47e+03 
   619     1.548e+02       -1.19692e+02     1.38911e+03      -1.198437039e+02        -1.198494588e+02        6.48e+03 
   620     1.550e+02       -1.19709e+02     1.39033e+03      -1.198497165e+02        -1.198494593e+02        6.49e+03 
   621     1.552e+02       -1.19734e+02     1.39206e+03      -1.198439335e+02        -1.198494498e+02        6.51e+03 
   622     1.555e+02       -1.19716e+02     1.39078e+03      -1.198600626e+02        -1.198494680e+02        6.52e+03 
   623     1.558e+02       -1.19702e+02     1.38979e+03      -1.198650338e+02        -1.198494946e+02        6.53e+03 
   624     1.560e+02       -1.19694e+02     1.38907e+03      -1.198432537e+02        -1.198494840e+02        6.54e+03 
   625     1.562e+02       -1.19700e+02     1.38957e+03      -1.198490135e+02        -1.198494832e+02        6.55e+03 
   626     1.565e+02       -1.19702e+02     1.38972e+03      -1.198539086e+02        -1.198494907e+02        6.56e+03 
   627     1.568e+02       -1.19725e+02     1.39125e+03      -1.198460696e+02        -1.198494849e+02        6.57e+03 
   628     1.570e+02       -1.19707e+02     1.39003e+03      -1.198555766e+02        -1.198494952e+02        6.58e+03 
   629     1.572e+02       -1.19688e+02     1.38870e+03      -1.198459922e+02        -1.198494893e+02        6.59e+03 
   630     1.575e+02       -1.19718e+02     1.39081e+03      -1.198565434e+02        -1.198495012e+02        6.60e+03 
   631     1.578e+02       -1.19707e+02     1.38996e+03      -1.198627464e+02        -1.198495236e+02        6.61e+03 
   632     1.580e+02       -1.19720e+02     1.39083e+03      -1.198425800e+02        -1.198495119e+02        6.62e+03 
   633     1.582e+02       -1.19676e+02     1.38782e+03      -1.198369648e+02        -1.198494908e+02        6.63e+03 
   634     1.585e+02       -1.19694e+02     1.38919e+03      -1.198516985e+02        -1.198494945e+02        6.64e+03 
   635     1.588e+02       -1.19743e+02     1.39259e+03      -1.198591140e+02        -1.198495107e+02        6.65e+03 
   636     1.590e+02       -1.19708e+02     1.39005e+03      -1.198408827e+02        -1.198494962e+02        6.66e+03 
   637     1.592e+02       -1.19713e+02     1.39047e+03      -1.198532248e+02        -1.198495025e+02        6.68e+03 
   638     1.595e+02       -1.19731e+02     1.39166e+03      -1.198609498e+02        -1.198495216e+02        6.69e+03 
   639     1.598e+02       -1.19747e+02     1.39270e+03      -1.198456287e+02        -1.198495151e+02        6.70e+03 
   640     1.600e+02       -1.19737e+02     1.39205e+03      -1.198530448e+02        -1.198495210e+02        6.71e+03 
   641     1.602e+02       -1.19678e+02     1.38797e+03      -1.198516192e+02        -1.198495244e+02        6.72e+03 
   642     1.605e+02       -1.19701e+02     1.38954e+03      -1.198453980e+02        -1.198495176e+02        6.73e+03 
   643     1.608e+02       -1.19693e+02     1.38903e+03      -1.198297020e+02        -1.198494848e+02        6.74e+03 
   644     1.610e+02       -1.19705e+02     1.38997e+03      -1.198365586e+02        -1.198494635e+02        6.75e+03 
   645     1.612e+02       -1.19724e+02     1.39144e+03      -1.198488727e+02        -1.198494625e+02        6.76e+03 
   646     1.615e+02       -1.19718e+02     1.39096e+03      -1.198454970e+02        -1.198494559e+02        6.77e+03 
   647     1.618e+02       -1.19672e+02     1.38782e+03      -1.198478487e+02        -1.198494533e+02        6.78e+03 
   648     1.620e+02       -1.19699e+02     1.38964e+03      -1.198453009e+02        -1.198494465e+02        6.79e+03 
   649     1.622e+02       -1.19700e+02     1.38974e+03      -1.198478734e+02        -1.198494439e+02        6.80e+03 
   650     1.625e+02       -1.19711e+02     1.39052e+03      -1.198621782e+02        -1.198494648e+02        6.81e+03 
   651     1.628e+02       -1.19722e+02     1.39115e+03      -1.198457579e+02        -1.198494587e+02        6.82e+03 
   652     1.630e+02       -1.19768e+02     1.39440e+03      -1.198588124e+02        -1.198494740e+02        6.83e+03 
   653     1.632e+02       -1.19689e+02     1.38881e+03      -1.198422888e+02        -1.198494623e+02        6.84e+03 
   654     1.635e+02       -1.19674e+02     1.38782e+03      -1.198593616e+02        -1.198494784e+02        6.85e+03 
   655     1.638e+02       -1.19713e+02     1.39043e+03      -1.198509944e+02        -1.198494808e+02        6.86e+03 
   656     1.640e+02       -1.19695e+02     1.38921e+03      -1.198493224e+02        -1.198494806e+02        6.87e+03 
   657     1.642e+02       -1.19718e+02     1.39081e+03      -1.198408323e+02        -1.198494666e+02        6.89e+03 
   658     1.645e+02       -1.19725e+02     1.39137e+03      -1.198441119e+02        -1.198494579e+02        6.90e+03 
   659     1.648e+02       -1.19657e+02     1.38668e+03      -1.198363900e+02        -1.198494369e+02        6.91e+03 
   660     1.650e+02       -1.19688e+02     1.38890e+03      -1.198424974e+02        -1.198494257e+02        6.92e+03 
   661     1.652e+02       -1.19714e+02     1.39072e+03      -1.198557144e+02        -1.198494359e+02        6.93e+03 
